Iteration,Xk,FXk
66,"[-0.021361, -0.11398, -0.04588, 0.29822, 0.048226, 0.16081, -0.1187, 0.11645, -0.0852, -0.14963, 0.19102, 0.30452, 0.22826, -0.038086, 0.011414, 0.073874, 0.24978, 0.12588, 0.082263, -0.082632, -0.012381, 0.043932, -0.16274, -0.45369, 0.29168, 0.15355, -0.021567, 0.028278, -0.14526]",32.65
67,"[-0.021226, -0.1145, -0.047908, 0.30023, 0.049666, 0.16068, -0.12113, 0.11738, -0.087228, -0.15086, 0.19191, 0.30739, 0.2304, -0.038067, 0.0096076, 0.070415, 0.2498, 0.12663, 0.081148, -0.086772, -0.013001, 0.042627, -0.16575, -0.45924, 0.29187, 0.15549, -0.023701, 0.026935, -0.14695]",32.452
68,"[-0.02029, -0.11364, -0.047624, 0.30125, 0.050647, 0.16147, -0.12066, 0.11824, -0.08673, -0.1501, 0.19288, 0.30865, 0.23149, -0.037234, 0.010265, 0.070822, 0.25063, 0.12758, 0.081822, -0.086517, -0.012178, 0.043235, -0.16547, -0.45915, 0.29288, 0.15652, -0.023138, 0.02751, -0.14642]",32.264
69,"[-0.020126, -0.11411, -0.049643, 0.30321, 0.052106, 0.16135, -0.12301, 0.11914, -0.088697, -0.15128, 0.19372, 0.31145, 0.23358, -0.037183, 0.0084938, 0.067421, 0.25062, 0.1283, 0.08071, -0.090609, -0.012795, 0.041936, -0.16844, -0.46457, 0.29304, 0.15842, -0.02524, 0.026186, -0.14805]",32.075
70,"[-0.019207, -0.11326, -0.049368, 0.30421, 0.053077, 0.16213, -0.12255, 0.11999, -0.088206, -0.15053, 0.19467, 0.31268, 0.23465, -0.036362, 0.0091386, 0.06782, 0.25143, 0.12923, 0.081372, -0.090364, -0.011988, 0.04253, -0.16817, -0.46448, 0.29402, 0.15943, -0.024689, 0.026748, -0.14753]",31.889
71,"[-0.019023, -0.1137, -0.051389, 0.30615, 0.054578, 0.16202, -0.12483, 0.12088, -0.090127, -0.15168, 0.19546, 0.31543, 0.23671, -0.036291, 0.0074017, 0.064466, 0.2514, 0.12991, 0.080281, -0.094429, -0.012605, 0.041229, -0.1711, -0.46979, 0.29415, 0.1613, -0.026758, 0.025437, -0.14911]",31.709
72,"[-0.018117, -0.11286, -0.051123, 0.30713, 0.055538, 0.16278, -0.12437, 0.12171, -0.089641, -0.15094, 0.19639, 0.31664, 0.23776, -0.035482, 0.0080365, 0.064859, 0.25219, 0.13082, 0.080929, -0.094192, -0.011813, 0.04181, -0.17083, -0.46969, 0.29512, 0.16229, -0.026216, 0.025989, -0.1486]",31.529
73,"[-0.017927, -0.11326, -0.053135, 0.30902, 0.057056, 0.16268, -0.12658, 0.12258, -0.091501, -0.15205, 0.19712, 0.31933, 0.23978, -0.035401, 0.0063409, 0.061568, 0.25214, 0.13147, 0.079849, -0.098212, -0.012438, 0.040527, -0.17373, -0.47489, 0.29525, 0.16411, -0.028253, 0.024693, -0.15012]",31.355
74,"[-0.017036, -0.11243, -0.052878, 0.30998, 0.058007, 0.16343, -0.12613, 0.1234, -0.091021, -0.15132, 0.19803, 0.32052, 0.24081, -0.034604, 0.0069652, 0.061954, 0.25291, 0.13236, 0.080485, -0.097983, -0.011662, 0.041095, -0.17347, -0.47479, 0.29619, 0.16508, -0.027721, 0.025235, -0.14961]",31.183
75,"[-0.016836, -0.1128, -0.054884, 0.31184, 0.059552, 0.16334, -0.12827, 0.12425, -0.092827, -0.15238, 0.19873, 0.32314, 0.2428, -0.034507, 0.0053007, 0.058731, 0.25284, 0.13298, 0.079421, -0.10196, -0.012291, 0.039808, -0.17633, -0.47986, 0.29629, 0.16686, -0.029721, 0.023958, -0.15108]",31.017
76,"[-0.015959, -0.11199, -0.054637, 0.31278, 0.060491, 0.16408, -0.12782, 0.12505, -0.092356, -0.15166, 0.19961, 0.3243, 0.24381, -0.033724, 0.0059126, 0.05911, 0.2536, 0.13385, 0.080044, -0.10174, -0.011533, 0.040361, -0.17608, -0.47976, 0.29721, 0.16781, -0.0292, 0.024488, -0.15058]",30.852
77,"[-0.015744, -0.11232, -0.056647, 0.31463, 0.062074, 0.164, -0.1299, 0.12589, -0.094128, -0.15269, 0.20027, 0.32688, 0.24577, -0.033607, 0.004264, 0.055907, 0.25351, 0.13445, 0.078985, -0.10571, -0.012162, 0.039067, -0.17892, -0.48477, 0.29731, 0.16957, -0.031187, 0.023224, -0.15201]",30.688
78,"[-0.014878, -0.11151, -0.056405, 0.31556, 0.063007, 0.16473, -0.12945, 0.12668, -0.093659, -0.15198, 0.20114, 0.32802, 0.24677, -0.032832, 0.0048699, 0.056282, 0.25425, 0.1353, 0.0796, -0.10549, -0.011415, 0.039612, -0.17867, -0.48467, 0.29822, 0.17051, -0.030672, 0.023748, -0.15151]",30.526
79,"[-0.014652, -0.11181, -0.058398, 0.31735, 0.064599, 0.16465, -0.13146, 0.1275, -0.09537, -0.15297, 0.20175, 0.33052, 0.24869, -0.032709, 0.0032718, 0.053167, 0.25414, 0.13586, 0.078565, -0.10938, -0.012036, 0.038337, -0.18147, -0.48955, 0.29828, 0.17222, -0.032613, 0.022502, -0.15288]",30.372
80,"[-0.013803, -0.11102, -0.058166, 0.31826, 0.065517, 0.16536, -0.13102, 0.12827, -0.094909, -0.15227, 0.20259, 0.33164, 0.24967, -0.031949, 0.0038639, 0.053533, 0.25487, 0.13669, 0.079166, -0.10917, -0.011306, 0.038867, -0.18123, -0.48945, 0.29916, 0.17314, -0.032112, 0.023013, -0.15239]",30.218
81,"[-0.01357, -0.1113, -0.060167, 0.32004, 0.067154, 0.1653, -0.13298, 0.12909, -0.096596, -0.15323, 0.20316, 0.33413, 0.25158, -0.031815, 0.0022788, 0.050438, 0.25475, 0.13724, 0.078128, -0.11306, -0.011935, 0.037583, -0.18402, -0.49427, 0.29923, 0.17484, -0.034048, 0.021785, -0.15372]",30.062
82,"[-0.012732, -0.11052, -0.05994, 0.32094, 0.068065, 0.166, -0.13254, 0.12985, -0.096139, -0.15254, 0.20399, 0.33523, 0.25254, -0.031064, 0.0028659, 0.050801, 0.25546, 0.13806, 0.078721, -0.11286, -0.011217, 0.038105, -0.18378, -0.49416, 0.3001, 0.17574, -0.033553, 0.022289, -0.15323]",29.913
83,"[-0.012485, -0.11077, -0.06194, 0.3227, 0.069725, 0.16595, -0.13443, 0.13065, -0.097793, -0.15347, 0.20453, 0.33769, 0.25443, -0.030906, 0.0013108, 0.047744, 0.25533, 0.13858, 0.0777, -0.11672, -0.01185, 0.036817, -0.18655, -0.4989, 0.30013, 0.17741, -0.035474, 0.021067, -0.15452]",29.765
84,"[-0.011658, -0.10999, -0.061719, 0.32358, 0.070628, 0.16664, -0.13399, 0.1314, -0.097341, -0.15278, 0.20534, 0.33877, 0.25538, -0.030165, 0.0018911, 0.048104, 0.25603, 0.13938, 0.078284, -0.11652, -0.011143, 0.037329, -0.18632, -0.49879, 0.30098, 0.1783, -0.034986, 0.021563, -0.15403]",29.619
85,"[-0.011413, -0.11021, -0.063701, 0.32528, 0.072279, 0.16659, -0.13581, 0.13217, -0.098937, -0.15368, 0.20584, 0.34115, 0.25722, -0.030008, 0.000377, 0.045118, 0.25588, 0.13987, 0.07728, -0.12031, -0.011761, 0.036057, -0.18904, -0.50339, 0.30101, 0.17992, -0.036863, 0.020369, -0.15528]",29.48
86,"[-0.010601, -0.10945, -0.06349, 0.32614, 0.07317, 0.16727, -0.13537, 0.1329, -0.098492, -0.15301, 0.20663, 0.34221, 0.25815, -0.029281, 0.00094484, 0.045469, 0.25656, 0.14066, 0.077851, -0.12012, -0.011071, 0.036555, -0.18882, -0.50328, 0.30185, 0.18079, -0.036387, 0.020855, -0.1548]",29.338
87,"[-0.01034, -0.10966, -0.065466, 0.32779, 0.074823, 0.16722, -0.13713, 0.13366, -0.10005, -0.15388, 0.2071, 0.34453, 0.25995, -0.029115, -0.00052246, 0.042544, 0.25639, 0.14112, 0.076866, -0.12386, -0.011694, 0.03529, -0.19149, -0.50777, 0.30185, 0.18237, -0.038233, 0.019678, -0.15599]",29.203
88,"[-0.0095408, -0.10891, -0.065261, 0.32864, 0.075703, 0.16789, -0.1367, 0.13438, -0.099611, -0.15322, 0.20787, 0.34557, 0.26086, -0.028399, 3.704e-05, 0.042889, 0.25706, 0.14189, 0.077426, -0.12368, -0.011016, 0.035776, -0.19127, -0.50766, 0.30267, 0.18322, -0.037766, 0.020154, -0.15552]",29.067
89,"[-0.0092784, -0.10909, -0.067257, 0.33031, 0.07741, 0.16786, -0.13842, 0.13514, -0.10115, -0.15406, 0.20831, 0.3479, 0.26267, -0.02822, -0.0014244, 0.039969, 0.25689, 0.14234, 0.076436, -0.12743, -0.011634, 0.034497, -0.19395, -0.51213, 0.30267, 0.1848, -0.039606, 0.018981, -0.15668]",28.934
90,"[-0.0084891, -0.10835, -0.067056, 0.33114, 0.078283, 0.16852, -0.13799, 0.13585, -0.10071, -0.1534, 0.20907, 0.34892, 0.26357, -0.027512, -0.00087048, 0.040312, 0.25755, 0.1431, 0.076989, -0.12725, -0.010967, 0.034977, -0.19373, -0.51202, 0.30348, 0.18564, -0.039145, 0.019452, -0.15621]",28.802
91,"[-0.0082254, -0.1085, -0.069024, 0.33276, 0.07997, 0.1685, -0.13964, 0.13658, -0.10221, -0.15422, 0.20947, 0.35119, 0.26533, -0.027327, -0.002291, 0.037468, 0.25736, 0.14351, 0.076023, -0.13093, -0.011587, 0.033715, -0.19636, -0.51637, 0.30348, 0.18716, -0.040954, 0.018305, -0.15733]",28.673
92,"[-0.0074501, -0.10777, -0.068832, 0.33358, 0.080831, 0.16915, -0.13921, 0.13727, -0.10178, -0.15357, 0.21021, 0.3522, 0.26621, -0.026633, -0.0017467, 0.037804, 0.258, 0.14425, 0.076564, -0.13076, -0.010933, 0.034182, -0.19615, -0.51626, 0.30427, 0.18798, -0.040503, 0.018767, -0.15687]",28.546
93,"[-0.0071876, -0.10791, -0.070805, 0.33518, 0.082552, 0.16913, -0.14082, 0.138, -0.10325, -0.15436, 0.2106, 0.35443, 0.26796, -0.026454, -0.0031387, 0.03499, 0.25781, 0.14464, 0.075604, -0.13443, -0.011551, 0.032919, -0.19877, -0.52055, 0.30424, 0.18949, -0.0423, 0.017641, -0.15795]",28.422
94,"[-0.0064221, -0.10718, -0.070616, 0.33598, 0.083405, 0.16977, -0.14039, 0.13869, -0.10283, -0.15372, 0.21133, 0.35542, 0.26883, -0.025768, -0.0025994, 0.035324, 0.25844, 0.14536, 0.076139, -0.13426, -0.010906, 0.033378, -0.19856, -0.52043, 0.30502, 0.1903, -0.041855, 0.018097, -0.15749]",28.299
95,"[-0.006149, -0.1073, -0.072588, 0.33755, 0.085134, 0.16977, -0.14195, 0.13941, -0.10426, -0.15449, 0.21168, 0.35762, 0.27056, -0.025578, -0.0039684, 0.032553, 0.25823, 0.14573, 0.075193, -0.13789, -0.011516, 0.032116, -0.20115, -0.52464, 0.30499, 0.19178, -0.043634, 0.016984, -0.15853]",28.177
96,"[-0.0053964, -0.10658, -0.072407, 0.33834, 0.085978, 0.1704, -0.14153, 0.14008, -0.10384, -0.15386, 0.21239, 0.35859, 0.27142, -0.024903, -0.0034388, 0.032881, 0.25885, 0.14644, 0.075718, -0.13772, -0.010883, 0.032566, -0.20095, -0.52452, 0.30576, 0.19257, -0.043197, 0.017432, -0.15807]",28.059
97,"[-0.0051294, -0.10669, -0.074345, 0.33985, 0.087692, 0.17039, -0.14302, 0.14077, -0.10523, -0.1546, 0.21271, 0.36072, 0.2731, -0.024728, -0.0047572, 0.030185, 0.25864, 0.14677, 0.074788, -0.14127, -0.011486, 0.031317, -0.20348, -0.5286, 0.30573, 0.19399, -0.044937, 0.016344, -0.15906]",27.942
98,"[-0.0043913, -0.10599, -0.074171, 0.34063, 0.088525, 0.17101, -0.1426, 0.14143, -0.10482, -0.15398, 0.21341, 0.36167, 0.27394, -0.024067, -0.0042356, 0.030506, 0.25925, 0.14746, 0.075301, -0.14111, -0.010868, 0.031755, -0.20329, -0.52849, 0.30648, 0.19477, -0.044511, 0.016782, -0.15861]",27.826
99,"[-0.0041231, -0.10608, -0.076081, 0.3421, 0.090226, 0.171, -0.14404, 0.1421, -0.10618, -0.15469, 0.21369, 0.36374, 0.27557, -0.023887, -0.0055144, 0.02788, 0.25902, 0.14776, 0.074398, -0.14459, -0.01147, 0.030525, -0.20577, -0.53246, 0.30641, 0.19615, -0.046212, 0.015716, -0.15957]",27.716
100,"[-0.003398, -0.10539, -0.075913, 0.34286, 0.091047, 0.17161, -0.14363, 0.14275, -0.10578, -0.15408, 0.21437, 0.36467, 0.2764, -0.023236, -0.0050024, 0.028194, 0.25961, 0.14844, 0.074902, -0.14444, -0.010864, 0.030952, -0.20558, -0.53235, 0.30714, 0.19691, -0.045795, 0.016148, -0.15913]",27.607
101,"[-0.003122, -0.10545, -0.077862, 0.34435, 0.092804, 0.17161, -0.14505, 0.14343, -0.10714, -0.15477, 0.21464, 0.36678, 0.27806, -0.023044, -0.0062882, 0.025548, 0.25937, 0.14874, 0.073993, -0.14797, -0.01147, 0.029693, -0.2081, -0.53634, 0.30711, 0.19831, -0.047515, 0.015071, -0.16008]",27.495
102,"[-0.0023995, -0.10476, -0.077695, 0.3451, 0.09362, 0.17221, -0.14464, 0.14407, -0.10674, -0.15416, 0.21531, 0.36771, 0.27888, -0.022398, -0.0057775, 0.025865, 0.25996, 0.14941, 0.074496, -0.14781, -0.010868, 0.030118, -0.20791, -0.53622, 0.30784, 0.19906, -0.047099, 0.015501, -0.15963]",27.385
103,"[-0.0021114, -0.1048, -0.079644, 0.34657, 0.095396, 0.17221, -0.14601, 0.14475, -0.10807, -0.15484, 0.21556, 0.3698, 0.28052, -0.022201, -0.007035, 0.023259, 0.25973, 0.14969, 0.073594, -0.15132, -0.011475, 0.02886, -0.21041, -0.54015, 0.30777, 0.20043, -0.048814, 0.014447, -0.16054]",27.279
104,"[-0.0013991, -0.10412, -0.079481, 0.34731, 0.096203, 0.17281, -0.1456, 0.14538, -0.10767, -0.15424, 0.21622, 0.37071, 0.28132, -0.021563, -0.0065293, 0.023574, 0.26031, 0.15035, 0.07409, -0.15117, -0.010882, 0.029277, -0.21022, -0.54003, 0.30849, 0.20117, -0.048405, 0.014871, -0.1601]",27.173
105,"[-0.0011034, -0.10415, -0.081444, 0.34877, 0.098012, 0.17283, -0.14694, 0.14606, -0.10899, -0.1549, 0.21646, 0.37279, 0.28297, -0.021364, -0.0077774, 0.020971, 0.26006, 0.15062, 0.073189, -0.15467, -0.011487, 0.028005, -0.21272, -0.54394, 0.30842, 0.20253, -0.05011, 0.013829, -0.16099]",27.069
106,"[-0.00039984, -0.10348, -0.081283, 0.3495, 0.098814, 0.17342, -0.14653, 0.14668, -0.10859, -0.1543, 0.21711, 0.37369, 0.28376, -0.020734, -0.0072733, 0.021286, 0.26063, 0.15127, 0.07368, -0.15451, -0.0109, 0.028417, -0.21253, -0.54381, 0.30913, 0.20326, -0.049703, 0.01425, -0.16055]",26.963
107,"[-0.00010727, -0.10349, -0.083235, 0.35093, 0.10062, 0.17344, -0.14782, 0.14734, -0.10988, -0.15494, 0.21733, 0.37573, 0.28539, -0.020524, -0.0084918, 0.018729, 0.26038, 0.15151, 0.072799, -0.15797, -0.011499, 0.027154, -0.21499, -0.54763, 0.30906, 0.2046, -0.0514, 0.013228, -0.16141]",26.863
108,"[0.00058409, -0.10282, -0.08308, 0.35165, 0.10141, 0.17402, -0.14741, 0.14795, -0.10949, -0.15435, 0.21797, 0.37661, 0.28617, -0.019906, -0.007996, 0.019038, 0.26094, 0.15215, 0.073282, -0.15782, -0.010923, 0.027556, -0.21481, -0.5475, 0.30976, 0.20532, -0.051002, 0.013642, -0.16098]",26.761
109,"[0.00086088, -0.10282, -0.084984, 0.35302, 0.10318, 0.17403, -0.14864, 0.14858, -0.11074, -0.15496, 0.21815, 0.37857, 0.28774, -0.019714, -0.0091707, 0.016574, 0.26068, 0.15236, 0.072421, -0.16118, -0.011517, 0.026317, -0.21721, -0.55119, 0.30969, 0.2066, -0.052656, 0.012646, -0.16179]",26.665
110,"[0.0015387, -0.10217, -0.084837, 0.35372, 0.10396, 0.1746, -0.14824, 0.14918, -0.11036, -0.15438, 0.21877, 0.37943, 0.28851, -0.019109, -0.0086856, 0.016874, 0.26123, 0.15298, 0.072892, -0.16104, -0.010956, 0.026708, -0.21703, -0.55107, 0.31037, 0.2073, -0.052269, 0.013051, -0.16136]",26.567
111,"[0.0018133, -0.10216, -0.086739, 0.35508, 0.10572, 0.17461, -0.14943, 0.1498, -0.11159, -0.15499, 0.21894, 0.38137, 0.29007, -0.018926, -0.0098282, 0.014433, 0.26097, 0.15318, 0.072041, -0.16437, -0.011546, 0.025467, -0.2194, -0.5547, 0.3103, 0.20855, -0.053896, 0.012068, -0.16214]",26.474
112,"[0.0024811, -0.10152, -0.086595, 0.35577, 0.10649, 0.17517, -0.14903, 0.15039, -0.11121, -0.15442, 0.21955, 0.38222, 0.29082, -0.018329, -0.0093482, 0.014731, 0.26151, 0.15379, 0.072505, -0.16423, -0.010993, 0.02585, -0.21923, -0.55458, 0.31097, 0.20924, -0.053515, 0.012466, -0.16172]",26.381
113,"[0.0027599, -0.10151, -0.088485, 0.35709, 0.10825, 0.17518, -0.15018, 0.15101, -0.11241, -0.155, 0.2197, 0.38413, 0.29236, -0.018142, -0.010477, 0.012345, 0.26124, 0.15396, 0.071659, -0.16752, -0.011588, 0.024623, -0.22158, -0.55813, 0.3109, 0.21047, -0.05512, 0.011494, -0.16247]",26.289
114,"[0.0034168, -0.10088, -0.088345, 0.35777, 0.10901, 0.17573, -0.14978, 0.15159, -0.11204, -0.15444, 0.2203, 0.38497, 0.2931, -0.017554, -0.010004, 0.012639, 0.26177, 0.15456, 0.072115, -0.16738, -0.011045, 0.024998, -0.22141, -0.55801, 0.31156, 0.21115, -0.054745, 0.011887, -0.16205]",26.198
115,"[0.0036891, -0.10085, -0.090197, 0.35905, 0.11074, 0.17575, -0.15087, 0.15218, -0.11321, -0.155, 0.22043, 0.38682, 0.29459, -0.017372, -0.011083, 0.010306, 0.26149, 0.15472, 0.071285, -0.1706, -0.011627, 0.023785, -0.2237, -0.56146, 0.31146, 0.21233, -0.056325, 0.010946, -0.16277]",26.111
116,"[0.0043334, -0.10023, -0.090064, 0.35972, 0.11149, 0.17629, -0.15048, 0.15275, -0.11285, -0.15445, 0.22102, 0.38764, 0.29532, -0.016797, -0.010619, 0.010592, 0.26201, 0.1553, 0.071731, -0.17047, -0.011096, 0.024151, -0.22354, -0.56134, 0.3121, 0.21299, -0.05596, 0.011331, -0.16236]",26.024
117,"[0.0046013, -0.1002, -0.091919, 0.36098, 0.11324, 0.17631, -0.15153, 0.15333, -0.114, -0.15499, 0.22114, 0.38948, 0.29681, -0.016621, -0.01168, 0.008286, 0.26173, 0.15543, 0.070917, -0.17366, -0.011679, 0.022934, -0.22582, -0.56475, 0.312, 0.21416, -0.05753, 0.010402, -0.16306]",25.94
118,"[0.0052387, -0.099582, -0.091789, 0.36164, 0.11398, 0.17685, -0.15114, 0.15389, -0.11364, -0.15445, 0.22172, 0.39029, 0.29753, -0.016053, -0.011219, 0.0085707, 0.26224, 0.156, 0.071358, -0.17353, -0.011154, 0.023293, -0.22566, -0.56463, 0.31264, 0.21481, -0.057171, 0.010783, -0.16265]",25.855
119,"[0.0055039, -0.099535, -0.093615, 0.36286, 0.11569, 0.17688, -0.15215, 0.15445, -0.11475, -0.15498, 0.22182, 0.39208, 0.29898, -0.015885, -0.012256, 0.0063216, 0.26195, 0.15611, 0.070562, -0.17666, -0.011725, 0.022091, -0.2279, -0.56795, 0.31254, 0.21593, -0.058715, 0.0098867, -0.16332]",25.771
120,"[0.0061301, -0.098925, -0.09349, 0.3635, 0.11642, 0.17741, -0.15177, 0.155, -0.1144, -0.15445, 0.22238, 0.39288, 0.29969, -0.015328, -0.011805, 0.0066011, 0.26245, 0.15667, 0.070996, -0.17653, -0.011211, 0.022442, -0.22774, -0.56783, 0.31316, 0.21657, -0.058363, 0.010261, -0.16292]",25.692
121,"[0.0063966, -0.098864, -0.095312, 0.36471, 0.11813, 0.17743, -0.15274, 0.15556, -0.11551, -0.15497, 0.22246, 0.39464, 0.30112, -0.015166, -0.012814, 0.0043813, 0.26216, 0.15677, 0.070213, -0.17963, -0.011788, 0.021238, -0.22996, -0.57109, 0.31306, 0.21769, -0.059891, 0.009367, -0.16356]",25.61
122,"[0.0070153, -0.098263, -0.09519, 0.36534, 0.11885, 0.17795, -0.15236, 0.1561, -0.11516, -0.15444, 0.22301, 0.39542, 0.30182, -0.014616, -0.012367, 0.0046571, 0.26265, 0.15732, 0.070641, -0.17951, -0.011281, 0.021584, -0.22981, -0.57097, 0.31367, 0.21832, -0.059545, 0.0097369, -0.16316]",25.531
123,"[0.0072934, -0.098193, -0.097047, 0.36657, 0.12062, 0.17798, -0.15333, 0.15666, -0.11627, -0.15495, 0.22308, 0.39722, 0.30328, -0.014439, -0.013372, 0.002418, 0.26235, 0.15742, 0.069848, -0.18265, -0.011855, 0.020371, -0.23206, -0.57426, 0.31357, 0.21945, -0.061092, 0.0088503, -0.16379]",25.453
124,"[0.0079074, -0.097595, -0.096924, 0.3672, 0.12134, 0.1785, -0.15294, 0.1572, -0.11592, -0.15442, 0.22363, 0.398, 0.30397, -0.013893, -0.012923, 0.0026972, 0.26284, 0.15797, 0.070275, -0.18252, -0.01135, 0.020716, -0.2319, -0.57413, 0.31418, 0.22008, -0.060745, 0.0092206, -0.16339]",25.373
125,"[0.0081587, -0.097525, -0.098707, 0.36835, 0.12303, 0.17852, -0.15385, 0.15773, -0.11698, -0.15491, 0.22367, 0.3997, 0.30535, -0.013739, -0.013878, 0.0005629, 0.26254, 0.15803, 0.069518, -0.18551, -0.011906, 0.019527, -0.23405, -0.57724, 0.31408, 0.22113, -0.062229, 0.0083729, -0.16398]",25.297
126,"[0.0087551, -0.096941, -0.098594, 0.36896, 0.12374, 0.17902, -0.15348, 0.15825, -0.11664, -0.1544, 0.2242, 0.40046, 0.30603, -0.013209, -0.013444, 0.0008286, 0.26301, 0.15856, 0.06993, -0.18539, -0.011418, 0.019858, -0.2339, -0.57712, 0.31467, 0.22174, -0.061897, 0.008732, -0.16359]",25.226
127,"[0.0090048, -0.096874, -0.10035, 0.37009, 0.12541, 0.17904, -0.15435, 0.15876, -0.11768, -0.15487, 0.22423, 0.40211, 0.30738, -0.013063, -0.01438, -0.0012488, 0.26272, 0.15861, 0.069188, -0.18832, -0.011971, 0.018693, -0.23601, -0.58016, 0.31454, 0.22277, -0.063355, 0.007903, -0.16416]",25.152
128,"[0.0095913, -0.096301, -0.10024, 0.37069, 0.12611, 0.17953, -0.15398, 0.15927, -0.11735, -0.15437, 0.22475, 0.40286, 0.30805, -0.012542, -0.013953, -0.00098603, 0.26318, 0.15913, 0.069593, -0.18821, -0.011492, 0.019015, -0.23587, -0.58004, 0.31512, 0.22337, -0.063029, 0.0082556, -0.16378]",25.082
129,"[0.0098241, -0.096215, -0.10198, 0.3718, 0.12776, 0.17955, -0.15481, 0.15977, -0.11837, -0.15482, 0.22477, 0.40449, 0.30939, -0.012406, -0.014861, -0.0030281, 0.26288, 0.15916, 0.068865, -0.1911, -0.012041, 0.017858, -0.23796, -0.58302, 0.31499, 0.22436, -0.064472, 0.0074441, -0.16432]",25.012
130,"[0.010401, -0.09565, -0.10188, 0.37239, 0.12845, 0.18003, -0.15444, 0.16028, -0.11804, -0.15432, 0.22528, 0.40523, 0.31004, -0.011894, -0.014439, -0.0027702, 0.26333, 0.15967, 0.069263, -0.19099, -0.01157, 0.018174, -0.23782, -0.5829, 0.31556, 0.22495, -0.064153, 0.0077914, -0.16394]",24.941
131,"[0.010629, -0.095575, -0.10358, 0.37345, 0.13006, 0.18005, -0.15523, 0.16076, -0.11903, -0.15475, 0.22528, 0.4068, 0.31133, -0.01177, -0.015317, -0.004751, 0.26303, 0.15968, 0.068555, -0.19379, -0.012115, 0.017042, -0.23985, -0.58577, 0.31543, 0.2259, -0.065563, 0.0070082, -0.16446]",24.875
132,"[0.011194, -0.09502, -0.10348, 0.37403, 0.13074, 0.18052, -0.15487, 0.16126, -0.11871, -0.15426, 0.22578, 0.40752, 0.31197, -0.011269, -0.014904, -0.0045015, 0.26347, 0.16017, 0.068945, -0.19369, -0.011655, 0.017348, -0.23972, -0.58566, 0.31599, 0.22648, -0.065252, 0.0073478, -0.16409]",24.808
133,"[0.011426, -0.094935, -0.10517, 0.37508, 0.13233, 0.18054, -0.15563, 0.16173, -0.11968, -0.15469, 0.22577, 0.40906, 0.31324, -0.011148, -0.015757, -0.006455, 0.26316, 0.16017, 0.068246, -0.19646, -0.012181, 0.016218, -0.24172, -0.58849, 0.31586, 0.22741, -0.066644, 0.0065801, -0.16459]",24.744
134,"[0.011984, -0.094386, -0.10507, 0.37565, 0.133, 0.18101, -0.15527, 0.16222, -0.11936, -0.15421, 0.22626, 0.40977, 0.31387, -0.010654, -0.015348, -0.006207, 0.2636, 0.16066, 0.06863, -0.19636, -0.011728, 0.016519, -0.24159, -0.58838, 0.31641, 0.22798, -0.066339, 0.0069159, -0.16422]",24.68
135,"[0.012195, -0.094306, -0.10671, 0.37664, 0.13455, 0.18102, -0.15599, 0.16267, -0.1203, -0.15462, 0.22623, 0.41125, 0.31509, -0.010545, -0.016168, -0.0080805, 0.26329, 0.16064, 0.06795, -0.19904, -0.012255, 0.015415, -0.24352, -0.59109, 0.31628, 0.22886, -0.067692, 0.0061723, -0.16469]",24.617
136,"[0.01274, -0.09377, -0.10662, 0.3772, 0.13521, 0.18148, -0.15564, 0.16315, -0.11999, -0.15415, 0.22671, 0.41195, 0.31571, -0.010063, -0.01577, -0.007842, 0.26371, 0.16111, 0.068325, -0.19895, -0.011814, 0.015706, -0.2434, -0.59098, 0.31682, 0.22941, -0.067396, 0.0064985, -0.16433]",24.558
137,"[0.012945, -0.093693, -0.10826, 0.37818, 0.13675, 0.18149, -0.15633, 0.16359, -0.12092, -0.15455, 0.22668, 0.41342, 0.31691, -0.009967, -0.01657, -0.0097021, 0.2634, 0.16108, 0.067659, -0.2016, -0.012333, 0.014608, -0.24532, -0.59366, 0.31669, 0.23028, -0.068737, 0.0057717, -0.16478]",24.496
138,"[0.013484, -0.093162, -0.10817, 0.37873, 0.1374, 0.18194, -0.15598, 0.16406, -0.12062, -0.15409, 0.22715, 0.41411, 0.31752, -0.009491, -0.016173, -0.0094648, 0.26382, 0.16155, 0.06803, -0.20151, -0.011897, 0.014894, -0.2452, -0.59355, 0.31722, 0.23083, -0.068446, 0.0060966, -0.16442]",24.438
139,"[0.013699, -0.093064, -0.10982, 0.37972, 0.13896, 0.18195, -0.15665, 0.16449, -0.12154, -0.15449, 0.22712, 0.41558, 0.31874, -0.0093901, -0.016964, -0.011317, 0.26351, 0.16151, 0.067359, -0.20417, -0.012418, 0.013781, -0.24712, -0.59622, 0.31709, 0.23171, -0.0698, 0.0053707, -0.16487]",24.378
140,"[0.014233, -0.092537, -0.10973, 0.38027, 0.1396, 0.1824, -0.1563, 0.16496, -0.12124, -0.15403, 0.22759, 0.41626, 0.31935, -0.0089188, -0.01657, -0.011078, 0.26392, 0.16197, 0.067727, -0.20407, -0.011986, 0.014064, -0.247, -0.59611, 0.31762, 0.23225, -0.069512, 0.0056944, -0.16451]",24.32
141,"[0.014443, -0.092443, -0.11135, 0.38123, 0.14114, 0.18241, -0.15695, 0.16538, -0.12214, -0.15441, 0.22755, 0.4177, 0.32054, -0.0088284, -0.017338, -0.012889, 0.2636, 0.16192, 0.067081, -0.20667, -0.012496, 0.012966, -0.24889, -0.59871, 0.31749, 0.23309, -0.070839, 0.0049906, -0.16494]",24.262
